id,description,hierarchy_levels,type,source
LC_BGSB385D6B3E41B5B695,Healthcare Software Implementation,"[['LC_14.0', 'LC_14.0.314.0', None, None]]",skill,lightcast
LC_ESD7404E71A6BA62D82D,Healthcare Strategy,"[['LC_14.0', 'LC_14.0.649.0', None, None]]",skill,lightcast
LC_KSNN5EL7G0MABA6CTIJJ,Heap Dump,"[['LC_17.0', 'LC_17.0.477.0', None, None]]",skill,lightcast
LC_KS124N572RN50WK43DT8,Heap Leaching,"[[None, None, None, None]]",skill,lightcast
LC_KS80CQ74BBKLDCLBTPPL,Heap Size,"[['LC_17.0', 'LC_17.0.474.0', None, None]]",skill,lightcast
LC_KSK4770XRX9DXLIPKU3V,Heapster,"[[None, None, None, None]]",skill,lightcast
LC_KS124N579V4XHC5TV06F,Hearing Aid,"[['LC_14.0', 'LC_14.0.322.0', None, None]]",skill,lightcast
LC_KS7G3C46VGVMLBDFNMBT,Hearing Aid Compatibility,"[[None, None, None, None]]",skill,lightcast
LC_ESF42BE4163EC3415C76,Hearing Aid Software,"[['LC_14.0', 'LC_14.0.322.0', None, None]]",skill,lightcast
LC_KS124N65Z51H3DYCGB8B,Hearing Conservation Programs,"[['LC_19.0', 'LC_19.0.508.0', None, None]]",skill,lightcast
LC_KS122S36WR2XBKLZQGK9,Hearing Disorders,"[['LC_14.0', 'LC_14.0.303.0', None, None]]",skill,lightcast
LC_KS124N671F465DYN6CGH,Hearing Instrument Specialist,"[[None, None, None, None]]",skill,lightcast
LC_KS124N76PTZ9TBGN2NP1,Hearing Testing,"[['LC_14.0', 'LC_14.0.303.0', None, None]]",skill,lightcast
LC_KS124N96FD0WPSJ4RD56,Heart Rate,"[['LC_14.0', 'LC_14.0.309.0', None, None]]",skill,lightcast
LC_KS124N770SQF3YRBS40F,Heart Rate Variability,"[['LC_14.0', 'LC_14.0.297.0', None, None]]",skill,lightcast
LC_KS124N867755V2QPKNXX,Heart Sounds,"[['LC_14.0', 'LC_14.0.297.0', None, None]]",skill,lightcast
LC_KS121DF635607K6FWYFL,Heart Transplantation,"[['LC_14.0', 'LC_14.0.297.0', None, None]]",skill,lightcast
LC_BGSE1B04215AF30384CC,Heart-Lung Machine,"[['LC_14.0', 'LC_14.0.322.0', None, None]]",skill,lightcast
LC_BGS43EAA40D556F07193,Heartbleed Bug,"[[None, None, None, None]]",skill,lightcast
LC_KS124N96S8L0VRHDK5NX,Heartsaver CPR AED,"[['LC_14.0', 'LC_14.0.304.0', None, None]]",skill,lightcast
LC_KS124NB6PSP21L065907,Heartsaver First Aid,"[['LC_14.0', 'LC_14.0.307.0', None, None]]",skill,lightcast
LC_KS124NC6S9GSPR72H3MZ,Heartsaver Pediatric First Aid,"[[None, None, None, None]]",skill,lightcast
LC_BGS722AF9EB8F9736005,Heartworm,"[['LC_14.0', 'LC_14.0.293.0', None, None]]",skill,lightcast
LC_KS124NC74PXYTW89KVW3,Heat Bending,"[['LC_21.0', 'LC_21.0.542.0', None, None]]",skill,lightcast
LC_KS124ND6LVLW1BT66YGP,Heat Deflection Temperature,"[[None, None, None, None]]",skill,lightcast
LC_KS124ND70W5WXHNBCPCX,Heat Exchanger,"[['LC_20.0', 'LC_20.0.519.0', None, None]]",skill,lightcast
LC_KS124NP6S0LL067BG3JX,Heat Fusion,"[[None, None, None, None]]",skill,lightcast
LC_KS124NG64SNZ7FXBY00D,Heat Guns,"[['LC_20.0', 'LC_20.0.518.0', None, None]]",skill,lightcast
LC_KS124NG6JRY5HH74ZSK5,Heat Illness,"[['LC_14.0', 'LC_14.0.310.0', None, None]]",skill,lightcast
LC_KS3XTLJK2M09R32Z812Q,Heat Maps,"[['LC_3.0', 'LC_3.0.121.0', None, None]]",skill,lightcast
LC_KS124NH6JNQJDZWDKQ5J,Heat Pipe,"[['LC_11.0', 'LC_11.0.234.0', None, None]]",skill,lightcast
LC_KS124NJ64G4WC9RTXK25,Heat Press,"[['LC_21.0', 'LC_21.0.530.0', None, None]]",skill,lightcast
LC_KS128GR74ZCLFXRVS95F,Heat Pump And Refrigeration Cycle,"[['LC_20.0', 'LC_20.0.519.0', None, None]]",skill,lightcast
LC_KS124NJ6H4ND50SR6W36,Heat Pump Specialist,"[[None, None, None, None]]",skill,lightcast
LC_KS124TJ6K5LS9YK4F4XS,Heat Recovery Steam Generators,"[['LC_10.0', 'LC_10.0.197.0', None, None]]",skill,lightcast
LC_KS120C76Z21N80L0X714,Heat Recovery Ventilation,"[['LC_20.0', 'LC_20.0.519.0', None, None]]",skill,lightcast
LC_KS124NK5XQPLS6RFKCMD,Heat Sealing,"[['LC_21.0', 'LC_21.0.532.0', None, None]]",skill,lightcast
LC_KS124NL6L2XXKK01YCZ4,Heat Shielding,"[['LC_21.0', 'LC_21.0.532.0', None, None]]",skill,lightcast
LC_KS124NM65D3H8L4VR42T,Heat Sink,"[['LC_11.0', 'LC_11.0.220.0', None, None]]",skill,lightcast
LC_KS124NM6Z8KVS85MWQJW,Heat Stroke,"[['LC_14.0', 'LC_14.0.304.0', None, None]]",skill,lightcast
LC_KS124NN6BG7H2GLD7PN3,Heat Therapy,"[['LC_14.0', 'LC_14.0.342.0', None, None]]",skill,lightcast
LC_KS124NC6WLH77728R3RB,Heat Transfer,"[['LC_11.0', 'LC_11.0.234.0', None, None]]",skill,lightcast
LC_KS124NP5VNTF0SDMYTL4,Heat Treating,"[['LC_21.0', 'LC_21.0.532.0', None, None]]",skill,lightcast
LC_BGS223465A26D3D269E1,Heat-Lamp Stimulation,"[['LC_14.0', 'LC_14.0.290.0', None, None]]",skill,lightcast
LC_KS124NM5Z8892DMTK823,Heat-Shrink Tubing,"[['LC_20.0', 'LC_20.0.513.0', None, None]]",skill,lightcast
LC_KS124NP6XMPG07SK60V0,Heater Core,"[[None, None, None, None]]",skill,lightcast
LC_KS124R25VPXFPQHFB2G4,Heath-Jarrow-Morton (HJM) Framework,"[[None, None, None, None]]",skill,lightcast
LC_KS1277J79CP89RQWCYWV,Heating Oil,"[['LC_20.0', 'LC_20.0.519.0', None, None]]",skill,lightcast
LC_KS124NQ73BV9TBQ6PDYC,Heating Specialist,"[[None, None, None, None]]",skill,lightcast
LC_KS124NQ77MVGNWH9VPJP,Heating Systems,"[['LC_20.0', 'LC_20.0.519.0', None, None]]",skill,lightcast
LC_KS124NR61PXNGZBX79WT,Heavy Crude Oil,"[[None, None, None, None]]",skill,lightcast
LC_KS1229T6LN87KTDQX2B6,Heavy Equipment,"[['LC_4.0', 'LC_4.0.636.0', None, None]]",skill,lightcast
LC_KS7G3ZZ6B2JSDWJ8W139,Heavy Equipment Transporter System,"[['LC_4.0', 'LC_4.0.636.0', None, None]]",skill,lightcast
LC_BGSE4490E3AB9D2EABFC,Heavy Hauling,"[['LC_32.0', 'LC_32.0.645.0', None, None]]",skill,lightcast
LC_KS124NR6NLXHZZBVC4H2,Heavy Lift,"[['LC_4.0', 'LC_4.0.636.0', None, None]]",skill,lightcast
LC_KS124NS61LYVTGS81CQP,Heavy Machine Gun,"[[None, None, None, None]]",skill,lightcast
LC_KS120XG6RWBS98B78F9Y,Hebrew Language,"[['LC_23.0', 'LC_23.0.498.0', None, None]]",skill,lightcast
LC_KS124NW6M5VPZBNHP53C,Hedge Accounting,"[['LC_13.0', 'LC_13.0.285.0', None, None]]",skill,lightcast
LC_KS124NX6W94V4RPFYW53,Hedge Funds,"[['LC_13.0', 'LC_13.0.281.0', None, None]]",skill,lightcast
LC_KS7G3QP6L4HFCZFL69FS,Hedging,"[['LC_13.0', 'LC_13.0.281.0', None, None]]",skill,lightcast
LC_BGSEAF6E0E78844C6F59,Hedging Strategy,"[['LC_13.0', 'LC_13.0.281.0', None, None]]",skill,lightcast
LC_KS7G1XV6T9X6TKMWXB9D,Heidelberg Retina Tomograph,"[['LC_14.0', 'LC_14.0.306.0', None, None]]",skill,lightcast
LC_ESB29A85FC7DE9A42576,Height Gauges,"[['LC_11.0', 'LC_11.0.227.0', None, None]]",skill,lightcast
LC_BGS94BD62405E3A56DDB,Heimlich Maneuver,"[['LC_14.0', 'LC_14.0.307.0', None, None]]",skill,lightcast
LC_KS124NZ5YNWQC1N1HZD1,HeinOnline,"[[None, None, None, None]]",skill,lightcast
LC_KS124NZ6PC56RZF39FM4,Helical Gears,"[['LC_21.0', 'LC_21.0.530.0', None, None]]",skill,lightcast
LC_KS124KJ65T7321HL1MQZ,Helicobacter Pylori,"[['LC_14.0', 'LC_14.0.337.0', None, None]]",skill,lightcast
LC_KS124NZ71D1WMH0P26YB,Helicon Focus,"[[None, None, None, None]]",skill,lightcast
LC_KS124P060CJMD8VMZWWL,Helicopter Dynamics,"[[None, None, None, None]]",skill,lightcast
LC_BGS19BB739519A51CC65,Helicopter Operation,"[['LC_32.0', 'LC_32.0.632.0', None, None]]",skill,lightcast
LC_KS680146WPC3XS1WCR2Y,Helicopter Underwater Escape Training,"[['LC_28.0', 'LC_28.0.590.0', None, None]]",skill,lightcast
LC_ES7052F52765AB3182FD,Heliophysics,"[['LC_30.0', 'LC_30.0.619.0', None, None]]",skill,lightcast
LC_ESF02829B98B8923F1C0,Helioscope (Software),"[['LC_11.0', 'LC_11.0.226.0', None, None]]",skill,lightcast
LC_KS124P06Z07RRM5J7DL1,Heliox,"[['LC_14.0', 'LC_14.0.322.0', None, None]]",skill,lightcast
LC_KS124P168C3PMB79S0NV,Helium Dilution Technique,"[[None, None, None, None]]",skill,lightcast
LC_ES861BFF44549D52D95F,Helium Extraction,"[['LC_21.0', 'LC_21.0.532.0', None, None]]",skill,lightcast
LC_ESFD3B9197C83AAA8096,Helium Liquefaction,"[['LC_21.0', 'LC_21.0.532.0', None, None]]",skill,lightcast
LC_KS124PB5Z7SMCP00SG1D,Helium Neon Laser,"[[None, None, None, None]]",skill,lightcast
LC_KS124P2665Q7Y92FDRRV,Helmholtz Coil,"[[None, None, None, None]]",skill,lightcast
LC_KS124P26RM2KY30KJNWD,Help Authoring Tool,"[[None, None, None, None]]",skill,lightcast
LC_KS7G2H55WWHS0BZRZ1ZN,Help Desk Certification,"[[None, None, None, None]]",skill,lightcast
LC_KS124MH6ZSZDFV5XXYQ4,Help Desk Support,"[['LC_17.0', 'LC_17.0.482.0', None, None]]",skill,lightcast
LC_KS87DQLOU2DEE8TJU213,Help Files,"[['LC_17.0', 'LC_17.0.482.0', None, None]]",skill,lightcast
LC_KS1GHAUVR5BNGUWEOBFH,Help System,"[['LC_17.0', 'LC_17.0.482.0', None, None]]",skill,lightcast
LC_KS124P361VST37Q9KFL5,HelpNDoc,"[[None, None, None, None]]",skill,lightcast
LC_KS124KV703XVFYZQXBZ2,Hemagglutination,"[['LC_30.0', 'LC_30.0.621.0', None, None]]",skill,lightcast
LC_KS124KV72VD0SX598BJS,Hemagglutination Assay,"[['LC_30.0', 'LC_30.0.621.0', None, None]]",skill,lightcast
LC_KS124P4607GVBQKVB2L7,Hematocrit,"[['LC_14.0', 'LC_14.0.309.0', None, None]]",skill,lightcast
LC_BGS4DDB5052A27F1D67F,Hematological Disorders,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS120SR76G0L6JL64KGG,Hematology,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124P46LZLQ10LCWS1R,Hematopathology,"[['LC_14.0', 'LC_14.0.337.0', None, None]]",skill,lightcast
LC_KS1214C72Q4BH1C0HN85,Hematopoietic Stem Cell Transplantation,"[['LC_14.0', 'LC_14.0.340.0', None, None]]",skill,lightcast
LC_KS124P56LTLBMZYDF8TT,Hematuria,"[['LC_14.0', 'LC_14.0.349.0', None, None]]",skill,lightcast
LC_KS124P56V4QP1J5MLC5Q,Hemi Engine,"[[None, None, None, None]]",skill,lightcast
LC_KS124KW6QMV2H0GJYLZ9,Hemodialysis,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124P772D5HNCJGGQ05,Hemodynamics (Fluid Mechanics),"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS122CB6K42ZP6MG7ZJB,Hemofiltration,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124P85VVWWCK823D51,Hemoglobin,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124KW6R9H6HDX0CKCP,Hemoglobin Electrophoresis,"[[None, None, None, None]]",skill,lightcast
LC_KS124P872DYHNJ3CL6TD,Hemolysis,"[[None, None, None, None]]",skill,lightcast
LC_ESB81D254A65DA413094,Hemorrhage Control,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124P963HFYDCHXBMT7,Hemorrhoid,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124P96JRH43MPNV1XL,Hemostasis,"[['LC_14.0', 'LC_14.0.315.0', None, None]]",skill,lightcast
LC_KS124KX60330TKBDL2HH,Hemothorax,"[[None, None, None, None]]",skill,lightcast
LC_KS124PD60799WJ34927Y,Hep G2,"[[None, None, None, None]]",skill,lightcast
LC_KS124PB78M09KJWKRS3N,Hepa,"[[None, None, None, None]]",skill,lightcast
LC_KS7G34477ZPPH5HGH0M6,Hepa-IC (ELISA Assays For HCC Detection),"[[None, None, None, None]]",skill,lightcast
LC_BGS1B97DAD1F2F4C4E3E,Heparin,"[['LC_14.0', 'LC_14.0.341.0', None, None]]",skill,lightcast
LC_KS124PC6M6B7660CK8HB,Heparin Lock,"[['LC_14.0', 'LC_14.0.322.0', None, None]]",skill,lightcast
LC_KS124PC6Y48PQNPFGZR3,Hepatectomy,"[['LC_14.0', 'LC_14.0.316.0', None, None]]",skill,lightcast
LC_KS124PC74G19MCTPFTX2,Hepatitis,"[['LC_14.0', 'LC_14.0.316.0', None, None]]",skill,lightcast
LC_BGS7EBFD50AA74BA29BD,Hepatitis B,"[['LC_14.0', 'LC_14.0.316.0', None, None]]",skill,lightcast
LC_KS124PB6JQMJMW5ZFWV6,Hepatitis C,"[['LC_14.0', 'LC_14.0.316.0', None, None]]",skill,lightcast
LC_KS124PC78CPTJRN5280F,Hepatology,"[['LC_14.0', 'LC_14.0.316.0', None, None]]",skill,lightcast
LC_ESFAE6447E62767D5820,Herbaceous Plants,"[['LC_2.0', 'LC_2.0.112.0', None, None]]",skill,lightcast
LC_KS124PD66RSXXYHT5G0V,Herbalism,"[['LC_14.0', 'LC_14.0.290.0', None, None]]",skill,lightcast
LC_ESEC52708FADCE3C307B,Herbarium Curation,"[['LC_30.0', 'LC_30.0.613.0', None, None]]",skill,lightcast
LC_ESD9F7A4897BAD191F98,Herbicide Applicator License,"[[None, None, None, None]]",skill,lightcast
LC_ESAB677E8993049B569B,Herbicide Spraying,"[['LC_20.0', 'LC_20.0.656.0', None, None]]",skill,lightcast
LC_ES636F0870319E86E955,Herbicides,"[['LC_2.0', 'LC_2.0.111.0', None, None]]",skill,lightcast
LC_ESAEE9BDCB836DFD6370,Herd Health,"[['LC_2.0', 'LC_2.0.113.0', None, None]]",skill,lightcast
LC_KS124M66P9TRCB4XL7GB,Hereditary Breast And Ovarian Cancer,"[['LC_14.0', 'LC_14.0.335.0', None, None]]",skill,lightcast
LC_ES8D8166FB78B5108186,Heritage Tourism,"[['LC_15.0', 'LC_15.0.354.0', None, None]]",skill,lightcast
LC_ES16A4CA90FE7C2FE1CA,Hermeneutics,"[[None, None, None, None]]",skill,lightcast
LC_KS124PF6LL57FTYKY6NP,Hermetic Seal,"[['LC_21.0', 'LC_21.0.532.0', None, None]]",skill,lightcast
LC_KS124PF6Z4PT7Z7SPXN9,Hernia Repair,"[['LC_14.0', 'LC_14.0.348.0', None, None]]",skill,lightcast
LC_BGS45901ACF984AB0891,Herniation,"[['LC_14.0', 'LC_14.0.310.0', None, None]]",skill,lightcast
LC_KSICLZ93977I6WBJL2AL,Heroku,"[['LC_17.0', 'LC_17.0.382.0', None, None]]",skill,lightcast
LC_KS40W68TLLH4UFB9NTRC,Herpes,"[['LC_14.0', 'LC_14.0.344.0', None, None]]",skill,lightcast
LC_ES821E2DF9AF3C2674E4,Herpetology,"[['LC_30.0', 'LC_30.0.613.0', None, None]]",skill,lightcast
LC_KS124M5731W5CS46HGKD,Herrmann Brain Dominance Instrument,"[[None, None, None, None]]",skill,lightcast
LC_KS124PF70PJS1VLR82QV,Hessian (Web Service Protocol),"[[None, None, None, None]]",skill,lightcast
LC_KS124PG6LTXDRMG1Y6TP,Heterodyne,"[[None, None, None, None]]",skill,lightcast
LC_KS124PG70QZDN82NKYWQ,Heterojunction,"[[None, None, None, None]]",skill,lightcast
LC_KS124PG744CKXSW35Q4Q,Heterologous Expression,"[['LC_30.0', 'LC_30.0.613.0', None, None]]",skill,lightcast
LC_KS124R569G72DD8ML2T6,Heteronuclear Multiple Quantum Coherence,"[[None, None, None, None]]",skill,lightcast
LC_KS124R2726Q0MFKFMSWQ,Heteronuclear Multiple-Bond Correlation,"[[None, None, None, None]]",skill,lightcast
LC_KS124PH69KLNHB1R7V5K,Heteronuclear Single Quantum Coherence Spectroscopy,"[[None, None, None, None]]",skill,lightcast
LC_KS126PL6QHKM3PK9GV6V,Heterophile Antibody Tests,"[['LC_14.0', 'LC_14.0.309.0', None, None]]",skill,lightcast
LC_BGS9694523A98033C1A7,Heuristic Analysis,"[['LC_7.0', 'LC_7.0.178.0', None, None]]",skill,lightcast
LC_ES297788DF1107AB6B57,Heuristic Evaluation,"[['LC_17.0', 'LC_17.0.392.0', None, None]]",skill,lightcast
LC_KS124PK6P60VK40HSC5N,Hex Dump,"[[None, None, None, None]]",skill,lightcast
LC_KS124PJ5Z8JCF2RHYKH5,Hex Editor,"[[None, None, None, None]]",skill,lightcast
LC_KS1252G63P9DY82VGRKF,Hex Key,"[[None, None, None, None]]",skill,lightcast
LC_KS124PK666R9D3Y85KSZ,Hexadecimal,"[[None, None, None, None]]",skill,lightcast
LC_KS124PK6J0VZJV2J5BVN,Hexane,"[[None, None, None, None]]",skill,lightcast
LC_KS124PR62MV42B5C9S9F,Hibernate (Java),"[['LC_17.0', 'LC_17.0.437.0', None, None]]",skill,lightcast
LC_KS124TF6997NKDFQ5G9G,Hibernate Query Language,"[['LC_17.0', 'LC_17.0.464.0', None, None]]",skill,lightcast
LC_KS190TNUT1LCID052VBH,Hibernate3,"[[None, None, None, None]]",skill,lightcast
LC_KS124PS6685QLD5MC90K,Hicap,"[[None, None, None, None]]",skill,lightcast
LC_KS124PT74DZ91GW4WMFV,Hidden Curriculum,"[[None, None, None, None]]",skill,lightcast
LC_KS124PV64GCH4ZM4JV5Z,Hidden Markov Model,"[['LC_17.0', 'LC_17.0.372.0', None, None]]",skill,lightcast
LC_KS124PV66NQDJCG4LYST,Hidden Surface Determination,"[[None, None, None, None]]",skill,lightcast
LC_BGSDD70A689D713FF47D,Hiera,"[['LC_17.0', 'LC_17.0.476.0', None, None]]",skill,lightcast
LC_KS12253772KKSRDNH8XY,Hierarchical And Recursive Queries In SQL,"[['LC_17.0', 'LC_17.0.464.0', None, None]]",skill,lightcast
LC_KS124PV771999TSBBMM0,Hierarchical Clustering,"[['LC_3.0', 'LC_3.0.118.0', None, None]]",skill,lightcast
LC_KS124MD728RCP9M9PL4T,Hierarchical Data Format,"[['LC_17.0', 'LC_17.0.395.0', None, None]]",skill,lightcast
LC_KS124PW6H0WZ90NNMSDJ,Hierarchical Database Model,"[['LC_17.0', 'LC_17.0.479.0', None, None]]",skill,lightcast
LC_KS124PX6LNYX9LJ0PY1B,Hierarchical File Systems,"[[None, None, None, None]]",skill,lightcast
LC_KS124PX6ZC1QZH012JKS,Hierarchical Linear Models,"[['LC_3.0', 'LC_3.0.125.0', None, None]]",skill,lightcast
LC_KS124R666XBM2GR64Y7Q,Hierarchical Model View Controller,"[[None, None, None, None]]",skill,lightcast
LC_KS122WP691HQQRJZ2XRM,Hierarchical Storage Management,"[['LC_17.0', 'LC_17.0.396.0', None, None]]",skill,lightcast
LC_KS124PY5Z2H1R85QRDJR,High Acuity Medicine,"[['LC_14.0', 'LC_14.0.304.0', None, None]]",skill,lightcast
LC_ESDD478962A298DDD725,High Alert Medications,"[['LC_14.0', 'LC_14.0.341.0', None, None]]",skill,lightcast
LC_KS124KX61J2SMWDVWVT3,High Assurance Internet Protocols Encryptor,"[['LC_17.0', 'LC_17.0.392.0', None, None]]",skill,lightcast
LC_KS7G1QH71RDH67LPYPXT,High Availability Clusters,"[['LC_17.0', 'LC_17.0.473.0', None, None]]",skill,lightcast
LC_BGS5B218B2BDED8CC36A,High Availability Design,"[['LC_17.0', 'LC_17.0.480.0', None, None]]",skill,lightcast
LC_BGSBB55BDEABEE05725D,High Content Imaging,"[['LC_30.0', 'LC_30.0.622.0', None, None]]",skill,lightcast
LC_KS124PY6VHQHHZPBCT1H,High Definition Compatible Digital,"[[None, None, None, None]]",skill,lightcast
LC_KS7G80Z645NLZCCZL98B,High Dynamic Range,"[['LC_23.0', 'LC_23.0.565.0', None, None]]",skill,lightcast
LC_KS7G49K6911D0ZXWXSH9,High Efficiency Particle Attenuation,"[['LC_20.0', 'LC_20.0.519.0', None, None]]",skill,lightcast
LC_KS441QX6D857KW2QV65L,High Flow Therapy,"[[None, None, None, None]]",skill,lightcast
LC_KS124PL76YTJ1C10Q1XG,High Frequency,"[[None, None, None, None]]",skill,lightcast
LC_KS124PM6X47C38GCY7JP,High Frequency Oscillatory Ventilation,"[['LC_14.0', 'LC_14.0.345.0', None, None]]",skill,lightcast
LC_KS124PZ65VM3NX6M7B0X,High Intensity Training,"[['LC_24.0', 'LC_24.0.185.0', None, None]]",skill,lightcast
LC_KS440MP6H1V8FTXNCHHZ,High Luminosity Large Hadron Collider,"[[None, None, None, None]]",skill,lightcast
LC_KS7G74M6Z05Y33ZQSTQJ,High Performance Computing,"[['LC_17.0', 'LC_17.0.363.0', None, None]]",skill,lightcast
LC_KS124T76SBK44Q8YH6PG,High Performance File Systems,"[[None, None, None, None]]",skill,lightcast
LC_KS124TB741YZGQ19BK2V,High Performance Thin Layer Chromatography,"[['LC_30.0', 'LC_30.0.617.0', None, None]]",skill,lightcast
LC_BGS379BF24E36A451225,High Potential Identification,"[['LC_16.0', 'LC_16.0.358.0', None, None]]",skill,lightcast
LC_BGS64E5CF10E1BAF611B,High Potential Programs,"[['LC_16.0', 'LC_16.0.358.0', None, None]]",skill,lightcast
LC_KS124TB6JBCMKSHVC8GR,High Pressure Size Exclusion Chromatography (HPSEC),"[[None, None, None, None]]",skill,lightcast
LC_KS124Q16H9QXBXPMYZ1D,High Tech Manufacturing,"[['LC_21.0', 'LC_21.0.539.0', None, None]]",skill,lightcast
LC_KS124TW64QWFNFYGRGHP,High Throughput File Systems,"[[None, None, None, None]]",skill,lightcast
LC_KS7G6NF6D1PXYDWCK4GS,High Throughput Screening,"[['LC_30.0', 'LC_30.0.618.0', None, None]]",skill,lightcast
LC_KS123CR60QBV4DRZJGZN,High Voltage,"[['LC_11.0', 'LC_11.0.220.0', None, None]]",skill,lightcast
LC_BGS1E59493E978A870A5,High Voltage Transmission Systems,"[['LC_10.0', 'LC_10.0.196.0', None, None]]",skill,lightcast
LC_BGSA99E253650B13FA9D,High Volume Invoicing,"[['LC_13.0', 'LC_13.0.260.0', None, None]]",skill,lightcast
LC_KS124KR65XG031GM5MB4,High-Altitude Cerebral Edema,"[[None, None, None, None]]",skill,lightcast
LC_KS124M86R21TQ3ZDWMB0,High-Complexity Clinical Laboratory Director,"[[None, None, None, None]]",skill,lightcast
LC_KS124MC637L7SS6F3BLL,High-Definition Videos,"[[None, None, None, None]]",skill,lightcast
LC_KS124MF6QZSLTXJ80DW9,High-Density Lipoprotein (Lipid Disorders),"[[None, None, None, None]]",skill,lightcast
LC_KS124MH6R3Q9NN1XC4F6,High-Dynamic-Range Imaging,"[['LC_7.0', 'LC_7.0.170.0', None, None]]",skill,lightcast
LC_KS1202F6MBW1FXJ1NTC4,High-Efficiency Advanced Audio Coding,"[[None, None, None, None]]",skill,lightcast
LC_KS124P974D3M2WBRDQHL,High-Electron-Mobility Transistor,"[[None, None, None, None]]",skill,lightcast
LC_KS124PN5ZTV9DYWG9GXF,High-Frequency Trading,"[['LC_13.0', 'LC_13.0.267.0', None, None]]",skill,lightcast
LC_KS124PY6Z0ZQNGGL37WH,High-Frequency Ventilation,"[['LC_14.0', 'LC_14.0.322.0', None, None]]",skill,lightcast
LC_KS1245J77F6HP5MBL68D,High-Intensity Focused Ultrasound,"[['LC_14.0', 'LC_14.0.323.0', None, None]]",skill,lightcast
LC_KS124PZ6P9XVHHPQJ0ZR,High-Level Architecture,"[['LC_17.0', 'LC_17.0.474.0', None, None]]",skill,lightcast
LC_KS124MG684F04JDKFC80,High-Level Data Link Controls,"[['LC_17.0', 'LC_17.0.450.0', None, None]]",skill,lightcast
LC_KS124R268W93K7SXHNVC,High-Level Shader Language,"[['LC_7.0', 'LC_7.0.175.0', None, None]]",skill,lightcast
LC_KS124T56NLV5F4GX1P7L,High-Performance Computing Cluster (HPCC),"[[None, None, None, None]]",skill,lightcast
LC_KS124PZ6QDJ0MJ751547,High-Performance Liquid Chromatography,"[['LC_30.0', 'LC_30.0.617.0', None, None]]",skill,lightcast
LC_BGS599DE5E0CD6B4F427,High-Potential Development,"[['LC_16.0', 'LC_16.0.357.0', None, None]]",skill,lightcast
LC_KS124TK6GC8SSVDJHZ7Q,High-Speed Circuit-Switched Data,"[[None, None, None, None]]",skill,lightcast
LC_KS124MJ5YC6RR273X5XX,High-Speed Downlink Packet Access,"[['LC_17.0', 'LC_17.0.495.0', None, None]]",skill,lightcast
LC_ESCA25B6ACEAA29B4B3A,High-Speed Printed Circuit Board Design,"[['LC_11.0', 'LC_11.0.217.0', None, None]]",skill,lightcast
LC_KS124TL6MCZ8MS8PLX2T,High-Speed SECS Message Services,"[[None, None, None, None]]",skill,lightcast
LC_KS124TR60PYPFFKS0TM7,High-Speed Serial Interface,"[[None, None, None, None]]",skill,lightcast
LC_KS124TR6S9RKZ3TJB1TR,High-Speed Transceiver Logic,"[[None, None, None, None]]",skill,lightcast
LC_KS124TS668CW8XL3HL2Z,High-Speed Uplink Packet Access,"[['LC_17.0', 'LC_17.0.495.0', None, None]]",skill,lightcast
LC_KS124V26LVR7PLXH9MQY,High-Temperature Superconductivity,"[[None, None, None, None]]",skill,lightcast
LC_KS124Q16LHX0HGN32NQH,High-Voltage Cable,"[['LC_10.0', 'LC_10.0.196.0', None, None]]",skill,lightcast
LC_KS124Q25VKLCZJ6DGN91,High-Yield Debt,"[['LC_13.0', 'LC_13.0.277.0', None, None]]",skill,lightcast
LC_KS124Q66PJR3GT0CRPP9,HighScope,"[[None, None, None, None]]",skill,lightcast
LC_KS49CVN5NQQK0K6V5FFZ,Highcharts,"[['LC_17.0', 'LC_17.0.438.0', None, None]]",skill,lightcast
LC_KS124Q3726PHM9JNS05D,Higher Education,"[['LC_9.0', 'LC_9.0.188.0', None, None]]",skill,lightcast
LC_ESE81C8D2A344F1F562C,Higher Education Administration,"[['LC_9.0', 'LC_9.0.188.0', None, None]]",skill,lightcast
LC_ES686640C42C13477FE8,Higher Education Law,"[['LC_19.0', 'LC_19.0.511.0', None, None]]",skill,lightcast
LC_KS124Q372XLNJ4WQS5LW,Higher Education Leadership,"[['LC_9.0', 'LC_9.0.188.0', None, None]]",skill,lightcast
LC_ESF8E51C804B419E8FBC,Higher Education Policy,"[['LC_9.0', 'LC_9.0.188.0', None, None]]",skill,lightcast
LC_KS124Q56HHLGKYH4XQDY,Higher-Order Thinking,"[['LC_9.0', 'LC_9.0.189.0', None, None]]",skill,lightcast
LC_KSNBT5ORZX9XV8IGU4RK,Highmaps,"[[None, None, None, None]]",skill,lightcast
